3,19,19
0.10274264892957136 0.00020681027800106833 0.01855635401297856,0.10324581239278297 0.011549736735041005 0.018568927439981155,0.10185927163388825 0.021146537663779552 0.018534279516805634,0.10315364842444126 0.032161135161493964 0.018566624377432023,0.10334632494348699 0.041393604091799874 0.018571439123184572,0.10384749067203779 0.05224049010557827 0.018583962629291146,0.10345434310300398 0.06276626303314742 0.0185741383621853,0.10439927329850847 0.07319499910743126 0.01859775098850735,0.10336784907438083 0.08403842005677817 0.018571976984353707,0.10364202448499907 0.09516741040445545 0.018578828285696833,0.10294397338415173 0.10506826126598151 0.018561384859847582,0.10419589070706564 0.11537336795984533 0.01859266871136667,0.10403863678501815 0.12442976695235668 0.018588739132106052,0.10511524641772162 0.13602516503190903 0.01861564226322906,0.10278086183927618 0.14646944463518416 0.018557308905902747,0.1036469901788502 0.15678731591067724 0.018578952372189036,0.10296821560888716 0.16698749877855024 0.018561990642789662,0.103313667230991 0.1773595101841565 0.018570623047705802,0.10332770061422228 0.18719279145825393 0.01857097372443923,0.10307910383823579 0.19611134911708245 0.01856476160125366,
0.11282536804567792 0.0005198278950650503 0.018689534926405432,0.11279745639306196 0.010453643778516208 0.018691347663262015,0.11296061956487138 0.020555158860208533 0.01868075094585349,0.11287116245086996 0.031392763678375846 0.018686560784843154,0.11343102746373958 0.04126493823798058 0.01865020005918117,0.11460821141869232 0.051747518641667545 0.018573747232417923,0.11409595942303222 0.06384947671070232 0.018607015705810342,0.1146414722505253 0.0724244312187205 0.018571587090323367,0.11383715921720666 0.08248798367228619 0.01862382362034148,0.11256436224794876 0.09425907633780511 0.018706486084254667,0.1143192947443076 0.10352502399569893 0.018592511076728588,0.1135825056406732 0.11481544784432572 0.018640362229867584,0.11440037477564259 0.12560527720703651 0.018587245291747802,0.11348925891361596 0.13555553664981437 0.01864641818725636,0.1153348533246768 0.14547010143301312 0.018526555094329888,0.11546329017830595 0.15553476848525805 0.01851821369579212,0.11510507821643284 0.16584330431806138 0.01854147795873963,0.11426657426637377 0.17592388072625004 0.01859593503570237,0.11473736716892056 0.18780565213570785 0.018565359144765068,0.11653372811413726 0.19632082273406115 0.018448693544991047,
0.12475935342282289 0.0004979304395313078 0.017905557967072994,0.1246638339844923 0.010818405475197246 0.017920679573123696,0.12386868963794534 0.021294693036716078 0.017972320637990886,0.1243056594702892 0.03101798155966204 0.017943941404012717,0.12383755593464632 0.04224792942272701 0.017974342632611866,0.12311166230077464 0.05227914983432655 0.018021486173776736,0.12497951365594089 0.06349898920925587 0.017862911437317365,0.12416415022781507 0.07355039630945874 0.01795313179567135,0.12492757030304466 0.0839212804783222 0.017872973216929076,0.12535701140603522 0.09317743480230276 0.0177897875638363,0.12517889953033076 0.10367797109734055 0.017824289041689437,0.1261537393313122 0.11450324200693393 0.017635455963204975,0.1251370094941 0.12490405797368725 0.01783240342570547,0.12553048870918604 0.13436614539186922 0.017756183834107406,0.1253458001599218 0.14594145267869718 0.017791959258216354,0.12671748859211007 0.15574181186588792 0.017526253909387897,0.1267398366130759 0.16541021287033983 0.017521924946215937,0.12663060342043161 0.17665856409280808 0.017543084156189652,0.1276442457253924 0.1869688973069047 0.01734673476961852,0.12576497970930137 0.19693201019149967 0.01771076133762737,
0.13424714629759152 0.00018698638740255458 0.016067708163688094,0.13372804235803834 0.010429389646079479 0.016168262116102172,0.13478182144971168 0.020596612206282283 0.015964137961833026,0.13503174103487783 0.03165296496771003 0.01591572684382885,0.13429818687790807 0.04248743306157873 0.016057821257245513,0.13582127971641447 0.051816941673907324 0.0157627878484503,0.13470271494332087 0.06200550060327642 0.015979461428432245,0.1340987713538349 0.07285230226968704 0.01609644939621811,0.1342098878441249 0.08329077502892908 0.016074925378722387,0.13528431822719053 0.09337301726752392 0.015866800929302843,0.1355296910068722 0.10383029483526014 0.015819270558346574,0.13510129225175369 0.1138530611759074 0.01590225430158982,0.13484651748207782 0.12478857960712289 0.015951605901749794,0.13606210186504658 0.13595594667167837 0.01571613896557984,0.13640573926291383 0.1459379805866467 0.015649574071885167,0.1367882110923996 0.15498991903784287 0.01557548668550366,0.13587101966353946 0.1674916487373592 0.01575315288347471,0.13526312249994504 0.176959342992816 0.01587090668536907,0.13499535927107809 0.18704969339864233 0.015922774238131054,0.1388655714202546 0.19608219203949298 0.01503265266582328,
0.1445747712408365 0.00016533222432874028 0.013342615620987649,0.14393000565664066 0.009350330608393242 0.013533479096916051,0.1453148489373341 0.02015124433552762 0.013123537858351193,0.14569211833399326 0.03199445672193718 0.013011858590454808,0.14428247551595402 0.04142004665492649 0.013429140986822213,0.1450314913230326 0.05176103202722104 0.013207417365139406,0.14509636546034976 0.06306219685715989 0.013188213326261227,0.14444018674076523 0.07353208762064006 0.013382455317955545,0.14623694704774992 0.08440008984895828 0.012850578421906587,0.14635221106089844 0.09325049300524096 0.012816457974509535,0.14614963850707116 0.10418026507683813 0.01287642349174382,0.14567513636416482 0.11336328680082504 0.013016885592312559,0.14497697260792608 0.1246358336158519 0.013223555992453643,0.14547985482797093 0.1346731228413272 0.013074692822872309,0.14583017770928766 0.1460867576011477 0.012970990261097463,0.14583169686295472 0.15623280436745624 0.012970540561305057,0.14553895347762555 0.16541227383607995 0.013057198443562625,0.14526600432952613 0.17800987329363463 0.013137996836707203,0.14618422567042882 0.18700960082790297 0.012866185001379631,0.14737994417561678 0.1960464462865173 0.012512228469384021,
0.15408261811009602 0.0005363294861257806 0.010528103267129411,0.15400802729703217 0.010716941638635902 0.010550183635875284,0.15468051290065968 0.022067104459173897 0.010351114481183598,0.1549075795094965 0.03264221073862225 0.010283898235012644,0.1544674933838316 0.04265224034383125 0.010414172507881951,0.154128527158008 0.051573093007910076 0.010514513273066722,0.1538131788718155 0.0615754412102231 0.01060786265694526,0.15483463740125922 0.07173467853944701 0.01030549055423836,0.1555629380701853 0.08327938990296761 0.01008989902671354,0.15480838047083187 0.0937582727232605 0.01031326312946789,0.15487228022398147 0.10430939263589377 0.010294347527742168,0.15515316365779502 0.11425959239472813 0.010211200427738034,0.15509584509603183 0.12513204110366732 0.01022816786551929,0.15536163623163596 0.13498231076083578 0.010149488386874916,0.15466003027477468 0.1459524498247324 0.01035717774707182,0.1542393871638579 0.15534846357390314 0.01048169649968955,0.15537494401668525 0.16508161877557093 0.010145549017011396,0.15508711509617637 0.1764671487468671 0.010230752119639093,0.15516592773694704 0.18614887189941112 0.010207422005666981,0.15656727697188627 0.196591580643884 0.009792594675353296,
0.1633443664172364 0.0005864140678513985 0.007842646450785399,0.16245465366068712 0.010619594093378426 0.00809625651686822,0.16287122131185303 0.021133144061346476 0.00797751510424659,0.16405356648563396 0.031440935504081 0.007640491008044728,0.1640609211703831 0.04216543109213844 0.007638394576278951,0.1645575249558923 0.051973097341876995 0.007496839093419034,0.16438481388867893 0.06300743000222 0.007546069887118218,0.16428400725593476 0.07254820906066406 0.007574804528274757,0.1640989654677464 0.08375212048158717 0.007627550158575195,0.16445557609030376 0.09370312272110118 0.0075258993247674655,0.16503277907711753 0.10477880810933396 0.00736136927104902,0.16406418153861602 0.11458837860741168 0.007637465217677627,0.16415531021800736 0.12386694966319466 0.0076114892493301415,0.16512508859462843 0.13411004144986705 0.007335056708186806,0.16548427597339335 0.14459997721595894 0.007232671377422315,0.16541716096649084 0.15646048070954272 0.007251802317391875,0.16472653256749353 0.16593972730294654 0.0074486639591060996,0.16634625026697333 0.1755530070988236 0.006986968080546632,0.1654375249423675 0.18586649317270804 0.007245997624551667,0.1659817400079817 0.19509859301750887 0.00709087068303294,
0.17411871742679458 0.00023621484914665425 0.004771448638435973,0.1732695435130241 0.011687765615040147 0.005013503223808452,0.17342973122764896 0.02171689806110158 0.004967842175798718,0.17278069927946674 0.030120824976166416 0.005152846868669203,0.17387238445144737 0.04176917402799399 0.004841665145613503,0.1739501684271842 0.052972122329778104 0.0048194930467180055,0.17429583284603845 0.062126324010129935 0.004720962396839378,0.17426000862434324 0.07223067025839325 0.004731173988349788,0.17333059663277758 0.08246248394120281 0.004996100207361551,0.17448482351107236 0.09296240252539331 0.004667091150534918,0.17461707957943495 0.10395047237590418 0.004629391938075173,0.1746396886997842 0.11394655821733979 0.004622947273250896,0.173818488736299 0.1255426498484889 0.004857027964433115,0.17416489691309678 0.13430645074604286 0.00475828530848868,0.17487629138194277 0.14386225353477944 0.0045555043582022935,0.17573721143789545 0.15562846368343142 0.004310101568734606,0.17438219910947822 0.16642802416138058 0.004696343941481674,0.1745763323502375 0.1763117986237899 0.00464100681873569,0.17562919817363626 0.1873987174791464 0.004340890439507726,0.17509819371452184 0.19601448549192413 0.004492251735583312,
0.18278929951106 0.0008699600549585684 0.002726655472290836,0.18407914810568063 0.011502405381231678 0.0024722795038811135,0.18443965032703646 0.021064651043718324 0.0024011834837329394,0.18367026204075743 0.03099155668610043 0.002552917486639601,0.18392693156721612 0.04159287443203036 0.00250229870888034,0.18405339767267817 0.05271110766600512 0.0024773578451370466,0.18338657307487063 0.06289655743314035 0.0026088648712594455,0.18488665893303025 0.07286077549214312 0.0023130272090264564,0.18450619935726845 0.08325840056851211 0.0023880590952716964,0.1843778944678207 0.09388050178710414 0.00241336259262874,0.18501086230463284 0.10422090628974899 0.0022885325876709486,0.18446259910649626 0.11544200013535305 0.0023966576672741265,0.18487989922536915 0.12591215233230518 0.002314360316795561,0.1844725411676756 0.13404449971665816 0.0023946969554114856,0.18467480820597726 0.14700876760268022 0.0023548071001525577,0.18529040468165414 0.1547796423065318 0.0022334029676807365,0.18544393957356112 0.16526898281905097 0.0022031237651631667,0.18401579153844916 0.17636494602401892 0.002484774294519206,0.18463562047009982 0.1863501088063962 0.0023625354632373285,0.18721899367779482 0.1966007951746357 0.0018530585647766784,
0.19362381388871056 0.0007211455885613449 0.0006798564099481565,0.19529121620724346 0.009828303375917974 0.0004799088206354574,0.19434836936767916 0.020243401888153906 0.0005929708876402912,0.19467881489050784 0.030577514575896386 0.0005533453066066106,0.1941226769974408 0.041054343324372855 0.0006200349290260164,0.19556989217803575 0.0537203576571503 0.0004464912177330451,0.19441293513396102 0.06137943168923796 0.0005852284434942703,0.1951120136251629 0.07154056559970726 0.0005013980100694428,0.1957033357799374 0.08277449686087376 0.00043048924495606443,0.19500641437873203 0.09311953575850912 0.000514061009588158,0.19497816885403446 0.10375975113206794 0.0005174480893045423,0.19488327704481062 0.11373232427317893 0.0005288270998102497,0.19525006435998213 0.12491014842343572 0.00048484357007427885,0.19474569051119847 0.1343695968391994 0.0005453258748280558,0.19601206046340713 0.14489361688158486 0.0003934683319256607,0.19527726335719237 0.15651851752573576 0.00048158198535446287,0.19593425933912761 0.16469003179009933 0.0004027979022834582,0.19671436033715745 0.17704465153272858 0.0003092516044027301,0.19594914947352118 0.18746664748582964 0.00040101234252775525,0.19599700686660185 0.19534435635127426 0.0003952734933784481,
0.9999296452620281,-0.005948754768986567,-0.010262399468607917,
0.0057835558594709745,0.9998544191707516,-0.01605275510121509,
